ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2 STSUFX2,,CITY,COUNTY STATUS1,STATUS2,STATUS3,BLOCK,LOT
10036,649,9TH,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1055,31
10036,650,9TH,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1036,63
10036,651,9TH,AVE,,,,NEW YORK,62 MULTIPLE DWELLING B,,,1055,31
10036,653,9TH,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1055,33
10036,664,9TH,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1037,2
10036,665 TO 667,9TH,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1056,29
10036,666,9TH,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1037,3
10036,669 TO 671,9TH,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1056,29
10036,670,9TH,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1037,4
10036,672,9TH,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1037,64
10036,673,9TH,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1056,32
10036,675,9TH,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1056,32
10036,677,9TH,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1056,32
10036,687,9TH,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1057,31
10036,689,9TH,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1057,32
10036,690,9TH,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1038,4
10036,692,9TH,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1038,64
10036,693,9TH,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1057,34
10036,696,9TH,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1038,62
10036,1,RIVER,PL,,,,NEW YORK,62 MULTIPLE DWELLING A,421-A (1-15),,1089,1
10036,355,W 41ST,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1032,101
10036,440,W 41ST,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1050,7501
10036,601,W 41ST,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,421-A (1-15),,1089,7501
10036,319,W 42ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1033,22
10036,327,W 42ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1033,18
10036,351,W 42ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,ROOMING HOUSE,,1033,6
10036,360,W 42ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1032,61
10036,414,W 42ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1051,40
10036,420 TO 424,W 42ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,421-A (1-15),,1051,7501
10036,432 TO 492,W 42ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,421-A (1-15),,1051,7502
10036,500,W 42ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,1070,7501
10036,517 TO 521,W 42ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1071,7503
10036,600 TO 606,W 42ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1089,7502
10036,605 TO 615,W 42ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,421-A (16),,1090,7502
ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,CITY,COUNTY STATUS1,STATUS2,STATUS3,BLOCK,LOT
10036,610 TO 620,W 42ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,421-A (1-15),,1089,7502
10036,125,W 43RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,996,20
10036,127 TO 139,W 43RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,ROOMING HOUSE,,996,14
10036,255,W 43RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,ARTICLE 11,,1015,1
10036,307,W 43RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,1034,38
10036,309,W 43RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1034,27
10036,324,W 43RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1033,45
10036,330,W 43RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1033,48
10036,333,W 43RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,1034,9
10036,335,W 43RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,1034,9
10036,337 TO 339,W 43RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,1034,7
10036,344 TO 350,W 43RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,421-A (1-15),,1033,109
10036,352 TO 360,W 43RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,421-A (1-15),,1033,1
10036,357,W 43RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,1034,103
10036,411,W 43RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1053,26
10036,417,W 43RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1053,23
10036,421,W 43RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1053,22
10036,435,W 43RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1053,17
10036,447,W 43RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1053,12
10036,449,W 43RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1053,11
10036,451,W 43RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1053,10
10036,453,W 43RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,1053,9
10036,461,W 43RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1053,5
10036,463,W 43RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1053,1
10036,501 1/2,W 43RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,1072,29
10036,520,W 43RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,421A17,,1071,42
10036,535,W 43RD,ST,534546,W 44TH,ST,NEW YORK,62 MULTIPLE DWELLING A,421-A (1-15),,1072,50
10036,120,W 44TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,ROOMING HOUSE,,996,43
10036,142,W 44TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,996,51
10036,152,W 44TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,996,54
10036,156,W 44TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,996,56
10036,158,W 44TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,996,156
10036,328,W 44TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1034,46
10036,339,W 44TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1035,12
10036,351,W 44TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,1035,6
10036,353,W 44TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1035,5
10036,402,W 44TH,ST,621,9TH,AVE,NEW YORK,62 MULTIPLE DWELLING A,,,1053,36
10036,403,W 44TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1054,128
10036,404 TO 406,W 44TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1053,37
10036,407,W 44TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1054,27
10036,410,W 44TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1053,39
10036,411,W 44TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1054,24
10036,414,W 44TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1053,44
10036,415,W 44TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1054,23
10036,417,W 44TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,ROOMING HOUSE,,1054,22
10036,419,W 44TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1054,21
10036,437 TO 439,W 44TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,1054,13
10036,451 TO 453,W 44TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1054,7
10036,455,W 44TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1054,5
10036,461,W 44TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1054,2
10036,504,W 44TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1072,137
10036,301,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1036,29
10036,305,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1036,28
10036,318,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1035,42
10036,320,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1035,42
10036,325,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,NON-EVICT COOP/CONDO,,1036,14
ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,CITY,COUNTY STATUS1,STATUS2,STATUS3,BLOCK,LOT
10036,330,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1035,47
10036,341,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1036,10
10036,348,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1035,54
10036,349,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1036,9
10036,351,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1036,5
10036,353,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1036,5
10036,355,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1036,5
10036,356,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1035,58
10036,357,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1036,5
10036,358,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1035,59
10036,359,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1036,1
10036,360,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1035,60
10036,400,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1054,36
10036,402,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1054,36
10036,405,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1055,28
10036,411,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1055,26
10036,421,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1055,22
10036,423,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1055,21
10036,424,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,J-51,ARTICLES 14 & 15,1054,46
10036,425,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1055,20
10036,426,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1054,47
10036,427,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,1055,19
10036,429,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,1055,18
10036,431,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,1055,17
10036,438,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1054,53
10036,440,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1054,54
10036,454,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1054,161
10036,456,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1054,61
10036,503,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1074,29
10036,510,W 45TH,ST,511,W 44TH,ST,NEW YORK,62 MULTIPLE DWELLING A,ARTICLE 11,,1073,7503
10036,530,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,421-A (1-15),ARTICLE 11,1073,7502
10036,531,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,1074,15
10036,533,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1074,14
10036,550,W 45TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,421-A (1-15),SEC 608,1073,7501
10036,20,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1261,50
10036,39,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1262,19
10036,140,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,998,52
10036,148 TO 150,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,998,55
10036,300 TO 302,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,1036,36
10036,301,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1037,7501
10036,313,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1037,25
10036,317,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1037,23
10036,332,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1036,46
10036,338,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,1036,149
10036,340,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1036,49
10036,342,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,ROOMING HOUSE,,1036,50
10036,344,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1036,51
10036,345,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1037,13
10036,349 TO 351,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1037,10
10036,352,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1036,54
10036,363,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1037,6
10036,364,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1036,59
10036,366,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,1036,159
10036,374,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1036,61
10036,375,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1037,1
10036,402,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1055,136
ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,CITY,COUNTY STATUS1,STATUS2,STATUS3,BLOCK,LOT
10036,404,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1055,37
10036,410,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1055,40
10036,412,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1055,41
10036,416,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1055,43
10036,425,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1056,19
10036,429,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1056,19
10036,435,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1056,17
10036,437,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1056,16
10036,439,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1056,15
10036,444,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1055,55
10036,445,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1056,13
10036,446,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1055,56
10036,448,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1055,57
10036,449,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1056,12
10036,450,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1055,58
10036,526,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1074,44
10036,527,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1075,17
10036,528,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1074,45
10036,530,W 46TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1074,46
10036,28,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1262,53
10036,49 TO 55,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1263,7
10036,130,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,HOTEL,,999,46
10036,150,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,999,54
10036,252,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1018,55
10036,267 TO 273,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,421-A (1-15),,1019,1
10036,306,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1037,38
10036,307,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1038,28
10036,309,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1038,27
10036,310,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1037,38
10036,311,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1038,26
10036,313,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1038,25
10036,321,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1038,21
10036,323,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1038,20
10036,324,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1037,47
10036,326,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1037,48
10036,328,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1037,49
10036,330,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1037,50
10036,332,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1037,51
10036,334,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1037,52
10036,338,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1037,54
10036,340,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1037,54
10036,344,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1037,57
10036,346,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1037,58
10036,348 TO 358,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1037,59
10036,351,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1038,7
10036,355,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1038,5
10036,401,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1057,29
10036,413,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1057,26
10036,415,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1057,25
10036,416,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1056,40
10036,417F,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1057,24
10036,418,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1056,41
10036,426,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1056,45
10036,428 TO 430,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1056,46
10036,434,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1056,48
10036,436 TO 438,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1056,49
ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,CITY,COUNTY STATUS1,STATUS2,STATUS3,BLOCK,LOT
10036,438,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1056,51
10036,439,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1057,15
10036,450,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1056,57
10036,452,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1056,58
10036,454,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1056,59
10036,456,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1056,60
10036,468,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1056,61
10036,500,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1075,36
10036,502,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1075,136
10036,503,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1076,28
10036,520,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1075,42
10036,522,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1075,43
10036,524,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1075,44
10036,526,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1075,45
10036,528,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1075,46
10036,534,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1075,49
10036,536,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1075,50
10036,538,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1075,51
10036,540,W 47TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1075,52
10036,60,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1263,66
10036,62,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1263,166
10036,230,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1019,54
10036,301,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,HOTEL,ROOMING HOUSE,1039,29
10036,312,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1038,39
10036,319,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,HOTEL,,1039,17
10036,339,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,1039,16
10036,340,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1038,52
10036,343 TO 345,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1039,14
10036,347,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1039,13
10036,356,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,1038,60
10036,358,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1038,61
10036,369,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1039,5
10036,375,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1039,1
10036,401,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1058,29
10036,403,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1058,28
10036,406,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1057,38
10036,408,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1057,39
10036,409,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1058,26
10036,411,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1058,25
10036,414 TO 424,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1057,141
10036,417,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1058,22
10036,426 TO 428,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,1057,48
10036,431,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,1058,15
10036,437,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1058,12
10036,439,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1058,11
10036,441,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1058,10
10036,443,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1058,9
10036,444,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1057,56
10036,445,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1058,8
10036,447,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,1058,7
10036,453,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1058,104
10036,455,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1058,1
10036,515,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1077,23
10036,516 TO 524,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,421-A (1-15),,1076,43
10036,519,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1077,21
10036,527,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1077,17
ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,CITY,COUNTY STATUS1,STATUS2,STATUS3,BLOCK,LOT
10036,529,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1077,16
10036,531,W 48TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1077,15
10037,2142,5TH,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,1729,34
10037,2153,5TH,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,SECTION 610 OF PHFL,1756,72
10037,2159,5TH,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,J-51,,1756,69
10037,2186,5TH,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1730,36
10037,2225 TO 2235,5TH,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,ARTICLE 11,,1760,1
10037,2254,5TH,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1735,36
10037,2255 TO 2265,5TH,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,ARTICLE 11,,1760,1
10037,2300 TO 2330,5TH,AVE,210,W 141ST,ST,NEW YORK,62 MULTIPLE DWELLING A,,,1737,25
10037,18,E 130TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,1754,162
10037,20 TO 22,E 130TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1754,62
10037,49,E 130TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,1755,22
10037,53 TO 55,E 130TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,1755,24
