ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2 STSUFX2,,CITY,COUNTY STATUS1,STATUS2,STATUS3,BLOCK,LOT
10003,54,E 1ST,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,COOP/CONDO PLAN FILE,,443,50
10003,58,E 1ST,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,443,48
10003,68,E 1ST,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,443,41
10003,29,E 20TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,849,23
10003,31,E 20TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,849,24
10003,43,E 20TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,849,30
10003,151,E 20TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,876,7502
10003,201,E 20TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,901,1
10003,237 TO 245,E 20TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,901,21
10003,304,E 20TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,925,60
10003,336,E 20TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,925,49
10003,338,E 20TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,925,48
10003,344,E 20TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,925,45
10003,346 TO 350,E 20TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,925,42
10003,21,E 2ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,457,20
10003,29,E 2ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,457,128
10003,51,E 2ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,443,9
10003,55,E 2ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,443,9
10003,67,E 2ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,443,20
10003,71,E 2ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,443,22
10003,73,E 2ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,443,23
10003,75,E 2ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,443,24
10003,77,E 2ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,443,25
10003,84,E 2ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,444,43
10003,87,E 2ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,COOP/CONDO PLAN FILE,,443,30
10003,21,E 3RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,J-51,ARTICLE 11,459,39
10003,40 TO 42,E 3RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,444,8
10003,46,E 3RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,ROOMING HOUSE,,444,11
10003,50 TO 52,E 3RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,444,14
10003,54 TO 56,E 3RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,444,16
10003,58,E 3RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,444,18
10003,59,E 3RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,445,55
10003,60,E 3RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,444,19
10003,61 TO 63,E 3RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,445,55
ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,CITY,COUNTY STATUS1,STATUS2,STATUS3,BLOCK,LOT
10003,70,E 3RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,444,24
10003,73,E 3RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,445,50
10003,75,E 3RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,445,49
10003,77,E 3RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,445,47
10003,78,E 3RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,444,28
10003,80,E 3RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,444,29
10003,82,E 3RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,444,30
10003,84,E 3RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,444,31
10003,85,E 3RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,445,44
10003,86,E 3RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,444,32
10003,87,E 3RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,445,43
10003,91 TO 97,E 3RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,445,38
10003,34,E 4TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,531,30
10003,36,E 4TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,531,31
10003,86,E 4TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,445,9
10003,87,E 4TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,460,43
10003,89,E 4TH,ST,69,2ND,AVE,NEW YORK,62 MULTIPLE DWELLING A,,,460,42
10003,99,E 4TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,446,7502
10003,104 TO 106,E 4TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,445,18
10003,108,E 4TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,445,20
10003,112,E 4TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,445,22
10003,114,E 4TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,445,22
10003,118,E 4TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,445,25
10003,120 TO 122,E 4TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,445,26
10003,124,E 4TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,445,28
10003,126,E 4TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,445,29
10003,128,E 4TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,445,30
10003,129,E 4TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,446,37
10003,130,E 4TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,445,31
10003,131 TO 133,E 4TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,446,36
10003,207,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,461,53
10003,209R,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,461,52
10003,209,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,461,52
10003,211,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,461,51
10003,213,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,461,50
10003,215,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,461,49
10003,216,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,460,19
10003,218,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,460,20
10003,219,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,461,47
10003,221,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,461,46
10003,223,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,461,45
10003,225R,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,461,44
10003,225,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,461,44
10003,227,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,461,43
10003,228,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,460,25
10003,229,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,461,42
10003,231,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,461,41
10003,233,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,461,40
10003,235,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,461,39
10003,236,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,460,29
10003,237,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,461,37
10003,239,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,461,35
10003,300,E 5TH,ST,86,2ND,AVE,NEW YORK,62 MULTIPLE DWELLING A,,,446,8
10003,302 TO 304,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,421-A (1-15),,446,9
10003,303,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,55
10003,306 TO 308,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,421-A (1-15),,446,11
ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,CITY,COUNTY STATUS1,STATUS2,STATUS3,BLOCK,LOT
10003,309 TO 311,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,53
10003,315,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,51
10003,317,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,50
10003,319,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,49
10003,325,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,46
10003,327,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,45
10003,329,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,44
10003,331,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,43
10003,333,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,42
10003,335,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,41
10003,336,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,446,26
10003,337,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,40
10003,338,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,446,27
10003,339,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,39
10003,340,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,446,28
10003,341F,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,38
10003,343,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,36
10003,345,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,36
10003,347,E 5TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,7501
10003,202 TO 204,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,461,9
10003,206,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,461,11
10003,208 TO 210,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,461,12
10003,216,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,461,16
10003,218,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,461,17
10003,225,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,421-A (1-15),,462,35
10003,226,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,461,21
10003,228,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,461,22
10003,230,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,461,23
10003,305,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,448,53
10003,306,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,9
10003,307,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,448,52
10003,308,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,9
10003,310,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,11
10003,312,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,12
10003,314,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,13
10003,315,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,448,48
10003,316,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,14
10003,318,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,447,15
10003,320,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,ROOMING HOUSE,,447,16
10003,322,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,17
10003,324,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,18
10003,326,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,19
10003,328,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,20
10003,329,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,448,41
10003,332,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,22
10003,333,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,448,39
10003,334,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,23
10003,335,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,448,38
10003,336,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,447,24
10003,337,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,448,37
10003,339,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,448,36
10003,341,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,448,35
10003,343,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,448,34
10003,344,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,447,28
10003,347,E 6TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,448,34
10003,11,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,463,52
ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,CITY,COUNTY STATUS1,STATUS2,STATUS3,BLOCK,LOT
10003,13,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,463,51
10003,17,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,463,49
10003,19,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,463,48
10003,21 TO 23,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,463,46
10003,25,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,463,45
10003,29,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,463,43
10003,41 TO 43,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,463,36
10003,47 1/2,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,449,1
10003,48 1/2,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,448,7
10003,52,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,448,10
10003,53,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,449,55
10003,54,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,448,11
10003,55,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,449,54
10003,56,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,448,12
10003,57,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,ROOMING HOUSE,,449,53
10003,59,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,449,52
10003,60,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,448,14
10003,61,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,449,51
10003,62,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,448,15
10003,63,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,449,50
10003,66,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,448,17
10003,69,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,449,47
10003,70,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,448,19
10003,71,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,449,46
10003,72,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,448,20
10003,73 TO 75,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,449,44
10003,74,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,448,21
10003,76,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,448,22
10003,77,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,449,43
10003,80,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,448,24
10003,81,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,449,41
10003,82,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,448,25
10003,83,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,449,40
10003,85,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,449,39
10003,86,E 7TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,448,27
10003,4,E 8TH,ST,1,5TH,AVE,NEW YORK,62 MULTIPLE DWELLING A,,,550,23
10003,6 TO 8,E 8TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,550,24
10003,12 TO 14,E 8TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,550,27
10003,16,E 8TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,550,29
10003,44 TO 58,E 8TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,548,28
10003,60,E 8TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,548,7501
10003,3,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,567,33
10003,11,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,567,29
10003,21,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,567,24
10003,30,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,560,7501
10003,40,E 9TH,ST,61,E 8TH,ST,NEW YORK,62 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,560,7502
10003,55,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,561,37
10003,60,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,560,7503
10003,63,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,561,7501
10003,109,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,555,40
10003,115,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,555,28
10003,206 TO 208,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,464,13
10003,233,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,465,57
10003,240,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,464,33
10003,303,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,451,1
10003,307,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,451,1
ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,CITY,COUNTY STATUS1,STATUS2,STATUS3,BLOCK,LOT
10003,309,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,451,57
10003,311,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,451,56
10003,312,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,450,11
10003,313,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,451,55
10003,314,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,450,12
10003,315,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,J-51,,451,54
10003,317R,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,451,53
10003,317,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,451,53
10003,318,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,450,14
10003,319,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,451,52
10003,321,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,451,51
10003,323,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,451,50
10003,324 TO 326,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,450,16
10003,328,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,450,18
10003,329,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,451,47
10003,331,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,451,46
10003,332,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,450,20
10003,333,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,451,45
10003,334,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,450,21
10003,335,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,451,44
10003,337,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,451,43
10003,339,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,451,42
10003,340,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,450,24
10003,342,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,450,25
10003,344,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,450,26
10003,345,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,451,139
10003,346,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,450,27
10003,348,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,450,28
10003,350,E 9TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,450,29
10003,2,GRAMERCY,PARK W,,,,NEW YORK,62 MULTIPLE DWELLING A,,,876,11
10003,4,GRAMERCY,PARK W,,,,NEW YORK,62 MULTIPLE DWELLING A,,,876,13
10003,8,GRAMERCY,PARK S,245249,PARK,AVE S,NEW YORK,62 MULTIPLE DWELLING A,,,875,79
10003,21,GRAMERCY,PARK S,,,,NEW YORK,62 MULTIPLE DWELLING A,,,875,60
10003,26,GRAMERCY,PARK S,,,,NEW YORK,62 MULTIPLE DWELLING A,,,875,55
10003,31,GRAMERCY,PARK S,,,,NEW YORK,62 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,875,48
10003,32,GRAMERCY,PARK S,,,,NEW YORK,62 MULTIPLE DWELLING A,,,875,47
10003,36,GRAMERCY,PARK E,,,,NEW YORK,62 MULTIPLE DWELLING A,,,876,7503
10003,37,GRAMERCY,PARK E,,,,NEW YORK,62 MULTIPLE DWELLING A,,,876,25
10003,269,GREENE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,548,12
10003,53,IRVING,PL,,,,NEW YORK,62 MULTIPLE DWELLING A,,,873,15
10003,68 TO 70,IRVING,PL,,,,NEW YORK,62 MULTIPLE DWELLING A,,,874,21
10003,71,IRVING,PL,,,,NEW YORK,62 MULTIPLE DWELLING A,,,874,19
10003,74,IRVING,PL,,,,NEW YORK,62 MULTIPLE DWELLING A,,,874,62
10003,74,IRVING,PL,,,,NEW YORK,62 MULTIPLE DWELLING A,,,874,62
10003,76,IRVING,PL,,,,NEW YORK,62 MULTIPLE DWELLING A,,,874,61
10003,81,IRVING,PL,,,,NEW YORK,62 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,875,19
10003,82,IRVING,PL,,,,NEW YORK,62 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,875,25
10003,415,LAFAYETTE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,544,11
10003,416,LAFAYETTE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,545,46
10003,428,LAFAYETTE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,545,40
10003,430,LAFAYETTE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,545,39
10003,432,LAFAYETTE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,545,38
10003,434,LAFAYETTE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,545,37
10003,300,MERCER,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,548,70
10003,220,PARK,AVE S,,,,NEW YORK,62 MULTIPLE DWELLING B,,,846,41
10003,5,SAINT MARKS,PL,,,,NEW YORK,62 MULTIPLE DWELLING A,,,464,58
ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,CITY,COUNTY STATUS1,STATUS2,STATUS3,BLOCK,LOT
10003,7,SAINT MARKS,PL,,,,NEW YORK,62 MULTIPLE DWELLING A,,,464,57
10003,8,SAINT MARKS,PL,,,,NEW YORK,62 MULTIPLE DWELLING A,,,463,13
10003,11,SAINT MARKS,PL,,,,NEW YORK,62 MULTIPLE DWELLING A,,,464,54
10003,14,SAINT MARKS,PL,,,,NEW YORK,62 MULTIPLE DWELLING A,,,463,16
10003,16,SAINT MARKS,PL,,,,NEW YORK,62 MULTIPLE DWELLING A,,,463,17
10003,17,SAINT MARKS,PL,,,,NEW YORK,62 MULTIPLE DWELLING A,,,464,51
10003,18,SAINT MARKS,PL,,,,NEW YORK,62 MULTIPLE DWELLING A,,,463,18
10003,19 TO 23,SAINT MARKS,PL,,,,NEW YORK,62 MULTIPLE DWELLING A,,,464,48
10003,22,SAINT MARKS,PL,,,,NEW YORK,62 MULTIPLE DWELLING A,,,463,20
10003,24,SAINT MARKS,PL,,,,NEW YORK,62 MULTIPLE DWELLING A,,,463,21
10003,26,SAINT MARKS,PL,,,,NEW YORK,62 MULTIPLE DWELLING A,,,463,22
10003,27,SAINT MARKS,PL,,,,NEW YORK,62 MULTIPLE DWELLING A,,,464,46
10003,28,SAINT MARKS,PL,,,,NEW YORK,62 MULTIPLE DWELLING A,,,463,23
10003,29,SAINT MARKS,PL,,,,NEW YORK,62 MULTIPLE DWELLING A,,,464,45
10003,30,SAINT MARKS,PL,,,,NEW YORK,62 MULTIPLE DWELLING A,,,463,24
10003,31,SAINT MARKS,PL,,,,NEW YORK,62 MULTIPLE DWELLING A,,,464,44
10003,32,SAINT MARKS,PL,,,,NEW YORK,62 MULTIPLE DWELLING A,,,463,25
10003,33,SAINT MARKS,PL,,,,NEW YORK,62 MULTIPLE DWELLING B,,,464,43
10003,34,SAINT MARKS,PL,,,,NEW YORK,62 MULTIPLE DWELLING A,,,463,26
10003,34 1/2,SAINT MARKS,PL,,,,NEW YORK,62 MULTIPLE DWELLING B,,,463,27
10003,36,SAINT MARKS,PL,131,2ND,AVE,NEW YORK,62 MULTIPLE DWELLING A,,,463,28
