ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,CITY,COUNTY STATUS1,STATUS2,STATUS3,BLOCK,LOT,Borough
11102,23-24,29TH,AVE,,,,ASTORIA,63 MULTIPLE DWELLING B,,,548,22,Queens
11102,23-26,29TH,AVE,,,,ASTORIA,63 MULTIPLE DWELLING B,GARDEN COMPLEX,,548,21,Queens
11102,23-30,29TH,AVE,,,,ASTORIA,63 MULTIPLE DWELLING A,,,548,20,Queens
11102,24-06,29TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,841,35,Queens
11102,24-10,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,841,37,Queens
11102,24-16,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,841,37,Queens
11102,24-20,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,841,37,Queens
11102,24-21,29TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,840,37,Queens
11102,24-23,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,840,36,Queens
11102,24-25,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,840,135,Queens
11102,24-26,29TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,841,42,Queens
11102,24-30,29TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,841,42,Queens
11102,24-36,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,841,42,Queens
11102,24-40,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING B,,,841,48,Queens
11102,24-48,29TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,841,53,Queens
11102,24-50,29TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,841,54,Queens
11102,24-52,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING B,,,841,55,Queens
11102,24-54,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,841,56,Queens
11102,24-56,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,841,58,Queens
11102,24-60,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,841,59,Queens
11102,24-62,29TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,841,60,Queens
11102,26-54,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,596,68,Queens
11102,26-61,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,597,74,Queens
11102,28-05,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,421-A (1-15),,594,29,Queens
11102,28-28,29TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,575,15,Queens
11102,28-42,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,575,20,Queens
11102,30-06,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,576,7501,Queens
11102,30-14,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,576,49,Queens
11102,30-44,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,577,7501,Queens
11102,30-47,29TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,592,8,Queens
11102,30-49,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,592,7,Queens
11102,30-53,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,592,5,Queens
11102,30-57,29TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,592,3,Queens
11102,30-60,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,577,56,Queens
11102,30-83,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,590,1,Queens
11102,30-92,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,578,1,Queens
11102,30-95,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,590,23,Queens
11102,2427,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING B,,,840,35,Queens
11102,26-01,2ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,421-A (16),,914,114,Queens
11102,26-03,2ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,421-A (16),,914,14,Queens
11102,26-05,2ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,421-A (16),,914,113,Queens
11102,26-07,2ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,421-A (1-15),,914,13,Queens
11102,26-19,2ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,914,8,Queens
11102,26-27,2ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,914,5,Queens
11102,26-37,2ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,914,101,Queens
11102,26-41,2ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,914,1,Queens
11102,5-Nov,30TH,RD,30153017,VERNON,BLVD,ASTORIA,63 MULTIPLE DWELLING B,421-A (1-15),,506,29,Queens
11102,28-Nov,30TH,DR,,,,ASTORIA,63 MULTIPLE DWELLING A,421-A (16),,504,121,Queens
11102,11-02 TO 11-12,30TH,DR,,,,ASTORIA,63 MULTIPLE DWELLING A,421-A (16),,504,122,Queens
11102,11-Dec,30TH,DR,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING B,,,516,20,Queens
11102,21-Dec,30TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,514,14,Queens
11102,23-Dec,30TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,514,10,Queens
11102,28-Dec,30TH,RD,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,516,38,Queens
11102,12-22 TO 12-26,30TH,AVE,,,,ASTORIA,63 MULTIPLE DWELLING A,421-A (1-15),,515,31,Queens
11102,14-16,30TH,RD,,,,ASTORIA,63 MULTIPLE DWELLING A,,,535,32,Queens
11102,14-23,30TH,DR,,,,ASTORIA,63 MULTIPLE DWELLING A,,,535,11,Queens
11102,14-27,30TH,DR,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,535,9,Queens
11102,21-01 TO 21-05,30TH,DR,,,,ASTORIA,63 MULTIPLE DWELLING A,,,550,10,Queens
11102,21-23,30TH,RD,,,,ASTORIA,63 MULTIPLE DWELLING B,,,549,1,Queens
11102,23-05,30TH,AVE,,,,ASTORIA,63 MULTIPLE DWELLING A,,,548,1,Queens
11102,23-07,30TH,DR,,,,ASTORIA,63 MULTIPLE DWELLING A,,,571,19,Queens
11102,23-10,30TH,AVE,,,,ASTORIA,63 MULTIPLE DWELLING A,,,572,30,Queens
11102,23-12,30TH,DR,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,570,30,Queens
11102,23-15,30TH,AVE,,,,ASTORIA,63 MULTIPLE DWELLING A,,,548,5,Queens
11102,23-18,30TH,DR,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,570,32,Queens
11102,23-20,30TH,DR,,,,ASTORIA,63 MULTIPLE DWELLING A,421-A (1-15),,570,33,Queens
11102,23-25,30TH,DR,,,,ASTORIA,63 MULTIPLE DWELLING A,421-A (1-15),,571,11,Queens
11102,23-29,30TH,DR,,,,ASTORIA,63 MULTIPLE DWELLING A,421-A (16),,571,10,Queens
11102,23-33,30TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,548,13,Queens
11102,25-06,30TH,DR,,,,ASTORIA,63 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,578,23,Queens
11102,25-10 TO 25-20,30TH,RD,,,,ASTORIA,63 MULTIPLE DWELLING A,,,577,23,Queens
11102,25-16,30TH,DR,,,,ASTORIA,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,578,26,Queens
11102,25-19,30TH,DR,,,,ASTORIA,63 MULTIPLE DWELLING B,,,577,5,Queens
11102,25-22,30TH,DR,,,,ASTORIA,63 MULTIPLE DWELLING A,421-A (16),,578,27,Queens
11102,25-28,30TH,DR,,,,ASTORIA,63 MULTIPLE DWELLING A,421-A (16),,578,31,Queens
11102,25-30,30TH,RD,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,577,36,Queens
11102,25-31,30TH,RD,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,576,5,Queens
11102,25-32,30TH,DR,,,,ASTORIA,63 MULTIPLE DWELLING A,,,578,35,Queens
11385,805,SENECA,AVE,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3463,6,Queens
11385,806,SENECA,AVE,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3461,27,Queens
11385,808,SENECA,AVE,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3461,29,Queens
11385,810,SENECA,AVE,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3461,31,Queens
11385,812,SENECA,AVE,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3461,33,Queens
11385,814,SENECA,AVE,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3461,35,Queens
11385,816,SENECA,AVE,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3461,37,Queens
11385,932,SENECA,AVE,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3561,32,Queens
11385,934,SENECA,AVE,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3561,34,Queens
11385,954,SENECA,AVE,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3562,27,Queens
11385,956,SENECA,AVE,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3562,29,Queens
11385,957,SENECA,AVE,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3573,10,Queens
11385,958,SENECA,AVE,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3562,31,Queens
11385,959,SENECA,AVE,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3573,8,Queens
11385,965,SENECA,AVE,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3573,4,Queens
11385,967,SENECA,AVE,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3573,2,Queens
11385,1001,SENECA,AVE,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3575,6,Queens
11385,1011,SENECA,AVE,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3575,5,Queens
11385,1015,SENECA,AVE,,,,RIDGEWOOD,63 MULTIPLE DWELLING B,,,3575,3,Queens
11385,1016,SENECA,AVE,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3564,32,Queens
11385,1027,SENECA,AVE,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3576,9,Queens
11385,1029,SENECA,AVE,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3576,7,Queens
11385,1030,SENECA,AVE,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3565,29,Queens
11385,1031,SENECA,AVE,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3576,6,Queens
11385,1033,SENECA,AVE,,,,RIDGEWOOD,63 MULTIPLE DWELLING B,,,3576,5,Queens
11385,1035,SENECA,AVE,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3576,3,Queens
11385,1042,SENECA,AVE,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3565,32,Queens
11385,17-01,STANHOPE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING B,,,3428,57,Queens
11385,17-03,STANHOPE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3428,55,Queens
11385,1705,STANHOPE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3428,53,Queens
11385,1707,STANHOPE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3428,51,Queens
11385,1709,STANHOPE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3428,49,Queens
11385,1713,STANHOPE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3428,45,Queens
11385,1715,STANHOPE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3428,43,Queens
11385,1719,STANHOPE,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3428,39,Queens
11385,1721,STANHOPE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3428,37,Queens
11385,1723,STANHOPE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3428,35,Queens
11385,1881,STARR,ST,1870,TROUTMAN,ST,RIDGEWOOD,63 MULTIPLE DWELLING A,421-A (16),,3395,16,Queens
11385,1884,STARR,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,421-A (1-15),,3396,29,Queens
11385,1886,STARR,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,3396,30,Queens
11385,1888,STARR,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,3396,130,Queens
11385,1890,STARR,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,3396,31,Queens
11385,1905,STARR,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,421-A (1-15),,3377,84,Queens
11385,17-28,STEPHEN,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3565,20,Queens
11385,17-30,STEPHEN,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3565,22,Queens
11385,17-33,STEPHEN,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3564,36,Queens
11385,17-34,STEPHEN,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3565,25,Queens
11385,17-37,STEPHEN,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3564,33,Queens
11385,17-38,STEPHEN,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3565,28,Queens
11385,18-17,STEPHEN,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3575,59,Queens
11385,18-29,STEPHEN,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3575,53,Queens
11385,18-31,STEPHEN,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3575,52,Queens
11385,18-35,STEPHEN,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3575,50,Queens
11385,18-44,STEPHEN,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3576,28,Queens
11385,59-04,STEPHEN,ST,,,,GLENDALE,63 MULTIPLE DWELLING A,,,3587,13,Queens
11385,59-08,STEPHEN,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3587,14,Queens
11385,1727,STEPHEN,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3564,41,Queens
11385,1729,STEPHEN,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3564,39,Queens
11385,1731,STEPHEN,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3564,38,Queens
11385,1732,STEPHEN,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3565,23,Queens
11385,1735,STEPHEN,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3564,35,Queens
11385,1736,STEPHEN,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3565,26,Queens
11385,1811,STEPHEN,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3575,62,Queens
11385,1815,STEPHEN,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3575,60,Queens
11385,1819,STEPHEN,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3575,58,Queens
11385,1823,STEPHEN,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3575,56,Queens
11385,1825,STEPHEN,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3575,54,Queens
11385,1840,STEPHEN,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3576,26,Queens
11385,18-12,STOCKHOLM,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3426,17,Queens
11385,432,STOCKHOLM,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,3428,1,Queens
11385,1810,STOCKHOLM,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3426,14,Queens
11385,1821,STOCKHOLM,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3423,40,Queens
11385,16-53,SUMMERFIELD,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3554,74,Queens
11385,16-59,SUMMERFIELD,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3554,69,Queens
11385,18-25,SUMMERFIELD,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3577,50,Queens
11385,18-42,SUMMERFIELD,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3578,92,Queens
11385,1629,SUMMERFIELD,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3554,87,Queens
11385,1631,SUMMERFIELD,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,421-A (1-15),,3554,85,Queens
11385,1645,SUMMERFIELD,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,3554,78,Queens
11385,1647,SUMMERFIELD,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3554,77,Queens
11385,1651,SUMMERFIELD,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3554,75,Queens
11385,1655,SUMMERFIELD,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3554,72,Queens
11385,1657,SUMMERFIELD,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,J-51,,3554,71,Queens
11385,1661,SUMMERFIELD,ST,1661,SUMMERFIELD,ST,RIDGEWOOD,63 MULTIPLE DWELLING A,421-A (16),,3554,61,Queens
11385,1708,SUMMERFIELD,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING B,,,3567,7,Queens
11385,1714 TO 1716,SUMMERFIELD,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,3567,16,Queens
11385,1812,SUMMERFIELD,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3578,75,Queens
11385,1815,SUMMERFIELD,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3577,59,Queens
11385,1819,SUMMERFIELD,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3577,54,Queens
11385,18-69,TROUTMAN,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3394,53,Queens
11385,18-75,TROUTMAN,ST,,,,FLUSHING,63 MULTIPLE DWELLING B,GARDEN COMPLEX,,3394,50,Queens
11385,18-81,TROUTMAN,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3394,48,Queens
11385,18-87,TROUTMAN,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3394,44,Queens
11385,18-89,TROUTMAN,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3394,43,Queens
11385,1861,TROUTMAN,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3394,57,Queens
11385,1863,TROUTMAN,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3394,56,Queens
11385,1865,TROUTMAN,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3394,55,Queens
11385,1867,TROUTMAN,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,3394,54,Queens
11385,1871,TROUTMAN,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3394,52,Queens
11385,1883,TROUTMAN,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3394,46,Queens
11385,1885,TROUTMAN,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3394,45,Queens
11385,86-18,UNION,TPKE,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3848,1,Queens
11385,16-65,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING B,GARDEN COMPLEX,,3449,51,Queens
11385,16-74,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3450,29,Queens
11385,17-01,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3456,1,Queens
11385,17-08,WOODBINE,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3457,11,Queens
11385,17-09,WOODBINE,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3456,56,Queens
11385,17-11,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3456,54,Queens
11385,17-12,WOODBINE,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3457,14,Queens
11385,17-20,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3457,20,Queens
11385,17-23,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3456,41,Queens
11385,18-19,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,3458,40,Queens
11385,18-25,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3458,35,Queens
11385,18-28,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3459,29,Queens
11385,18-58,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,421-A (16),,3470,5,Queens
11385,18-60,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3470,7,Queens
11385,20-11,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3489,55,Queens
11385,20-15,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3489,53,Queens
11385,20-17,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3489,51,Queens
11385,20-19,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3489,49,Queens
11385,20-21,WOODBINE,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3489,47,Queens
11385,20-29,WOODBINE,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3489,43,Queens
11385,59-06,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3500,13,Queens
11385,59-23,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3499,75,Queens
11385,59-27,WOODBINE,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3499,73,Queens
11385,59-29,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3499,71,Queens
11385,59-54,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3500,39,Queens
11385,60-04,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3529,13,Queens
11385,60-14,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3529,16,Queens
11385,60-16,WOODBINE,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3529,18,Queens
11385,61-01,WOODBINE,ST,,,,FLUSHING,63 MULTIPLE DWELLING B,,,3613,1,Queens
11385,61-02,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3614,10,Queens
11385,61-12,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING B,,,3614,13,Queens
11385,61-15,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3613,51,Queens
11385,61-16,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3614,14,Queens
11385,61-19,WOODBINE,ST,,,,FLUSHING,63 MULTIPLE DWELLING B,,,3613,49,Queens
11385,61-20,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3614,16,Queens
11385,61-23,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3613,48,Queens
11385,61-26,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3614,19,Queens
11385,61-27,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3613,45,Queens
11385,61-30,WOODBINE,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3614,20,Queens
11385,61-31,WOODBINE,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3613,44,Queens
11385,61-32,WOODBINE,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3614,22,Queens
11385,61-35,WOODBINE,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3613,42,Queens
11385,61-36,WOODBINE,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3614,23,Queens
11385,61-39,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3613,41,Queens
11385,61-40,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3614,25,Queens
11385,61-41,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING B,,,3613,38,Queens
11385,61-47,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING B,,,3613,35,Queens
11385,61-48,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3614,28,Queens
11385,61-50,WOODBINE,ST,6642,64TH,ST,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3614,29,Queens
11385,1661,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3449,55,Queens
11385,1663,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3449,53,Queens
11385,1666,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3450,21,Queens
11385,1667,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3449,49,Queens
11385,1669,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING B,,,3449,47,Queens
11385,1671,WOODBINE,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3449,45,Queens
11385,1675,WOODBINE,ST,,,,FLUSHING,63 MULTIPLE DWELLING B,,,3449,41,Queens
11385,1676,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3450,31,Queens
11385,1677,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3449,39,Queens
11385,1678,WOODBINE,ST,,,,FLUSHING,63 MULTIPLE DWELLING A,,,3450,33,Queens
11385,1679,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3449,37,Queens
11385,1680,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3450,35,Queens
11385,1681,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,3449,35,Queens
11385,1682,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3450,37,Queens
11385,1702,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3457,6,Queens
11385,1703,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,421-A (1-15),,3456,62,Queens
11385,1704,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3457,8,Queens
11385,1705,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,421-G,,3456,60,Queens
11385,1706,WOODBINE,ST,,,,RIDGEWOOD,63 MULTIPLE DWELLING A,,,3457,9,Queens
