ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,CITY,COUNTY STATUS1,STATUS2,STATUS3,BLOCK,LOT,Borough
11001,87-15 TO 87-45,LITTLE NECK,PKWY,87248748,256TH,ST,FLORAL PARK,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,8823,26,Queens
11004,75-01 TO 75-99,254TH,ST,73017599,255TH,ST,GLEN OAKS,63 MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,8443,1,Queens
11004,73-21,260TH,ST,,,,GLEN OAKS,63 MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,8446,1,Queens
11004,73-35,260TH,ST,,,,GLEN OAKS,63 MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,8446,1,Queens
11004,82-07 TO 82-63,268TH,ST,81078139,268TH,ST,GLEN OAKS,63 MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,8762,1,Queens
11004,260-03,74TH,AVE,,,,GLEN OAKS,63 MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,8446,1,Queens
11004,263-21,74TH,AVE,,,,GLEN OAKS,63 MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,8450,1,Queens
11004,259-10,HILLSIDE,AVE,,,,FLORAL PARK,63 MULTIPLE DWELLING A,,,8789,31,Queens
11004,260-17,LANGSTON,AVE,,,,GLEN OAKS,63 MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,8443,1,Queens
11004,260-31,LANGSTON,AVE,,,,GLEN OAKS,63 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,8443,1,Queens
11004,264-20,LANGSTON,AVE,,,,GLEN OAKS,63 MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,8450,1,Queens
11004,72-75,LITTLE NECK,PKWY,,,,GLEN OAKS,63 MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,8442,1,Queens
11004,73-25,LITTLE NECK,PKWY,,,,GLEN OAKS,63 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,8440,1,Queens
11005,269-10,GRAND CENTRAL,PKWY,,,,FLORAL PARK,63 MULTIPLE DWELLING A,421-A (1-15),COOP/CONDO PLAN FILE,8489,1,Queens
11005,270-10,GRAND CENTRAL,PKWY,,,,FLORAL PARK,63 MULTIPLE DWELLING A,,,8489,1,Queens
11005,271-10,GRAND CENTRAL,PKWY,,,,FLORAL PARK,63 MULTIPLE DWELLING A,421-A (1-15),COOP/CONDO PLAN FILE,8489,1,Queens
11101,44-72 TO 44-80,11TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),51,20,Queens
11101,46-09,11TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),55,20,Queens
11101,47-02,11TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,46,130,Queens
11101,47-38,11TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,45,25,Queens
11101,44-44,21ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,447,1,Queens
11101,44-73,21ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,78,2,Queens
11101,44-74,21ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING B,,,52,1,Queens
11101,45-05,21ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,77,57,Queens
11101,49-02,21ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,62,30,Queens
11101,41-15,23RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),413,16,Queens
11101,39-23,24TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,395,14,Queens
11101,39-25,24TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,395,12,Queens
11101,39-31,24TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,395,10,Queens
11101,39-44,24TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,394,42,Queens
11101,41-21,24TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),414,121,Queens
11101,41-22,24TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (1-15),,413,32,Queens
11101,41-29,24TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),414,117,Queens
11101,41-42,24TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (16),,413,2,Queens
11101,42-20,24TH,ST,2301,42ND,RD,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (1-15),,425,1,Queens
11101,37-15,27TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,369,7,Queens
11101,38-10,27TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,387,22,Queens
11101,39-05,27TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,397,13,Queens
11101,39-46,27TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,396,37,Queens
11101,41-32,27TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,415,36,Queens
11101,42-10,27TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (16),,423,25,Queens
11101,42-16 TO 42-26,27TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),423,29,Queens
11101,42-43,27TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,431,7502,Queens
11101,37-33,28TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,370,1,Queens
11101,41-21,28TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,417,3,Queens
11101,42-12,28TH,ST,4215,27TH,ST,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),422,7,Queens
11101,37-34,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,421-A (1-15),,370,7501,Queens
11101,38-06 TO 38-08,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,385,17,Queens
11101,38-14,29TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,385,20,Queens
11101,38-32,29TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,385,28,Queens
11101,38-38,29TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,385,30,Queens
11101,39-04,29TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (16),,398,7501,Queens
11101,39-21,29TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,399,12,Queens
11101,39-25,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,399,10,Queens
11101,41-18,29TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,417,28,Queens
11101,41-20,29TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,417,30,Queens
11101,41-24,29TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,417,32,Queens
11101,56-15 TO 56-27,2ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,ARTICLE 11,,6,7503,Queens
11101,37-05,30TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (16),,372,7501,Queens
11101,38-11 TO 38-19,31ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (1-15),,382,7502,Queens
11101,37-14,32ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,373,12,Queens
11101,38-12,32ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (1-15),,382,21,Queens
11101,37-25,33RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (1-15),,375,1,Queens
11101,37-11,34TH,AVE,,,,ASTORIA,63 MULTIPLE DWELLING A,,,655,74,Queens
11101,37-17,34TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,655,72,Queens
11101,41-06,34TH,AVE,,,,ASTORIA,63 MULTIPLE DWELLING A,,,674,17,Queens
11101,41-16,34TH,AVE,3402,42ND,ST,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,674,18,Queens
11101,42-07,34TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,690,5,Queens
11101,42-15,34TH,AVE,,,,ASTORIA,63 MULTIPLE DWELLING A,,,690,1,Queens
11101,43-01,34TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,691,8,Queens
11101,43-03,34TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,691,7,Queens
11101,43-07,34TH,AVE,,,,ASTORIA,63 MULTIPLE DWELLING A,,,691,6,Queens
11101,43-09,34TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,691,5,Queens
11101,43-13,34TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,691,3,Queens
11101,43-17,34TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,691,2,Queens
11101,43-19,34TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,691,1,Queens
11101,44-01,34TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,707,3,Queens
11101,44-15,34TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,707,1,Queens
11101,41-05,35TH,AVE,,,,ASTORIA,63 MULTIPLE DWELLING A,,,674,39,Queens
11101,41-15,35TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,674,38,Queens
11101,52-27,35TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,304,3,Queens
11101,53-24,35TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,297,35,Queens
11101,53-30,35TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,297,38,Queens
11101,37-14 TO 37-18,36TH,ST,3511,NORTHERN,BLVD,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (16),,377,7501,Queens
11101,12-Oct,37TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING B,,,360,20,Queens
11101,14-Oct,37TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,360,21,Queens
11101,27-10,37TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (16),,369,7501,Queens
11101,34-11,37TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,645,24,Queens
11101,34-15,37TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,634,1,Queens
11101,34-17,37TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,645,22,Queens
11101,34-21,37TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,645,20,Queens
11101,34-25,37TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,645,19,Queens
11101,47-29,37TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,228,19,Queens
11101,47-31,37TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,228,18,Queens
11101,48-50,37TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,236,66,Queens
11101,48-82,37TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,236,83,Queens
11101,3427,37TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,645,17,Queens
11101,24-16,38TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,388,13,Queens
11101,25-10,38TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,387,17,Queens
11101,25-11 TO 25-17,38TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,368,7501,Queens
11101,28-17,38TH,AVE,,,,ASTORIA,63 MULTIPLE DWELLING A,,,370,32,Queens
11101,28-18,38TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,385,15,Queens
11101,29-06,38TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,384,15,Queens
11101,30-16,38TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING B,,,383,13,Queens
11101,31-07,38TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (16),,373,2,Queens
11101,32-01,38TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING B,ROOMING HOUSE,,374,3,Queens
11101,33-01 TO 33-19,38TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,375,33,Queens
11101,36-12,38TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,637,40,Queens
11101,36-16,38TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING B,,,637,42,Queens
11101,48-50,38TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,232,18,Queens
11101,50-35,38TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,212,8,Queens
11101,27-08,39TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,397,14,Queens
11101,27-14,39TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (16),,397,17,Queens
11101,29-05,39TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,384,1,Queens
11101,30-02 TO 30-18,39TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,400,7501,Queens
11101,13-09,40TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,471,693,Queens
11101,24-16,40TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,407,26,Queens
11101,25-05,40TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,396,2,Queens
11101,29-17,40TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (16),,399,34,Queens
11101,23-01,41ST,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (1-15),,408,7501,Queens
11101,23-10,41ST,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,413,7501,Queens
11101,24-03,41ST,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,407,7,Queens
11101,25-90,41ST,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,421-A (1-15),,684,79,Queens
11101,34-05,41ST,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,674,116,Queens
11101,34-07,41ST,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,674,16,Queens
11101,34-09,41ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,674,115,Queens
11101,34-13,41ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,674,15,Queens
11101,34-16,41ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,673,30,Queens
11101,34-19,41ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,674,13,Queens
11101,34-21,41ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,674,11,Queens
11101,34-23,41ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,674,10,Queens
11101,34-26,41ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,673,34,Queens
11101,34-27,41ST,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,674,9,Queens
11101,34-29,41ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,674,8,Queens
11101,34-33,41ST,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,674,7,Queens
11101,34-35,41ST,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,674,6,Queens
11101,34-38,41ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,673,38,Queens
11101,34-41,41ST,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,674,4,Queens
11101,34-43,41ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,674,3,Queens
11101,34-47,41ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,674,1,Queens
11101,34-49,41ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,674,42,Queens
11101,34-50,41ST,ST,,,,ASTORIA,63 MULTIPLE DWELLING B,,,673,42,Queens
11101,34-51,41ST,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,674,41,Queens
11101,34-55,41ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,674,40,Queens
11101,27-03,42ND,RD,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,422,1,Queens
11101,34-03,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,675,18,Queens
11101,34-06,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING B,,,674,118,Queens
11101,34-07,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,675,17,Queens
11101,34-09,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,675,16,Queens
11101,34-10,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,674,119,Queens
11101,34-11,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,675,15,Queens
11101,34-14,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,674,20,Queens
11101,34-16,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,674,21,Queens
11101,34-17,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,675,14,Queens
11101,34-20,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,674,22,Queens
11101,34-21,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,675,13,Queens
11101,34-22,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,674,24,Queens
11101,34-23,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,675,12,Queens
11101,34-24,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,674,25,Queens
11101,34-25,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,675,11,Queens
11101,34-27,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,675,10,Queens
11101,34-28,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,674,26,Queens
11101,34-29,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,675,9,Queens
11101,34-30,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,674,27,Queens
11101,34-33,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,675,8,Queens
11101,34-34,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,674,28,Queens
11101,34-35,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,675,7,Queens
11101,34-38,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,674,30,Queens
11101,34-39,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,675,5,Queens
11101,34-41,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,675,4,Queens
11101,34-42,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,674,31,Queens
11101,34-44,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,674,32,Queens
11101,34-47,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,675,1,Queens
11101,34-48,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,674,34,Queens
11101,34-49,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,675,59,Queens
11101,34-51,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,675,58,Queens
11101,34-52,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,674,36,Queens
11101,34-55,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,675,57,Queens
11101,34-56,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,674,37,Queens
11101,3408,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,674,19,Queens
11101,3445,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,675,3,Queens
11101,3450,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,674,35,Queens
11101,34-06,43RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,675,21,Queens
11101,34-08,43RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,675,22,Queens
11101,34-11,43RD,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,703,56,Queens
11101,34-14,43RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,675,26,Queens
11101,34-16,43RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,675,27,Queens
11101,34-18,43RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,675,28,Queens
11101,34-20,43RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,675,40,Queens
11101,34-21,43RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,703,22,Queens
11101,34-23,43RD,ST,,,,ASTORIA,63 MULTIPLE DWELLING B,,,703,21,Queens
11101,34-27,43RD,ST,,,,ASTORIA,63 MULTIPLE DWELLING B,,,703,20,Queens
11101,34-28,43RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,675,42,Queens
11101,34-29,43RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,703,19,Queens
11101,34-30,43RD,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,675,43,Queens
11101,34-31,43RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,703,18,Queens
11101,34-36,43RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,675,45,Queens
11101,34-38,43RD,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,675,46,Queens
11101,34-40,43RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,675,48,Queens
11101,34-44,43RD,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,675,49,Queens
11101,34-46,43RD,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,675,51,Queens
11101,34-50,43RD,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,675,52,Queens
11101,34-52,43RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,675,53,Queens
11101,Nov-34,44TH,DR,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,52,33,Queens
11101,Nov-36,44TH,DR,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,52,35,Queens
11101,Nov-38,44TH,DR,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,52,36,Queens
11101,Nov-40,44TH,DR,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,52,38,Queens
11101,Nov-42,44TH,DR,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,52,39,Queens
11101,Nov-44,44TH,DR,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,52,41,Queens
11101,Nov-46,44TH,DR,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,52,42,Queens
11101,Nov-53,44TH,DR,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING B,ROOMING HOUSE,,447,3,Queens
11101,21-59,44TH,DR,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (16),,438,7503,Queens
11101,27-19,44TH,DR,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (1-15),,268,8,Queens
11101,34-14,44TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,703,132,Queens
11101,34-18,44TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,703,33,Queens
11101,34-20,44TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,703,34,Queens
11101,34-22,44TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,703,35,Queens
11101,34-30,44TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,703,38,Queens
11101,34-32,44TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,703,39,Queens
11101,34-34,44TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,703,40,Queens
11101,Nov-43,45TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (1-15),,52,7,Queens
11101,Nov-47,45TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,52,5,Queens
11101,Nov-55,45TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING B,,,52,1,Queens
11101,15-Nov,45TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,52,17,Queens
11101,21-03,45TH,RD,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,77,1,Queens
11101,21-03,45TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,78,1,Queens
11101,21-06,45TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,77,55,Queens
11101,21-23,45TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING B,ROOMING HOUSE,,78,11,Queens
11101,21-34,45TH,RD,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,76,36,Queens
11101,21-48,45TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,77,36,Queens
11101,34-06,45TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,704,27,Queens
11101,2117,45TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING B,ROOMING HOUSE,,78,9,Queens
11101,14-Nov,46TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,55,29,Queens
11101,15-Nov,46TH,RD,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,55,17,Queens
11101,24-Nov,46TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,55,33,Queens
11101,25-Nov,46TH,RD,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,55,13,Queens
11101,21-03,46TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (1-15),,76,1,Queens
11101,21-21,46TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,76,10,Queens
11101,May-34,47TH,RD,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,30,39,Queens
