ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,CITY,COUNTY STATUS1,STATUS2,STATUS3,BLOCK,LOT,Borough,STREET2 STSUFX2,Unnamed: 6
10463,3415,FORT INDEPENDENCE,ST,,,,BRONX,60 MULTIPLE DWELLING A,,,3261.0,124,Bronx,,
10463,3470,FORT INDEPENDENCE,ST,,,,BRONX,60 MULTIPLE DWELLING A,421-A (16),,3258.0,120,Bronx,,
10463,3477,FORT INDEPENDENCE,ST,,,,BRONX,60 MULTIPLE DWELLING A,,,3262.0,109,Bronx,,
10463,3479,FORT INDEPENDENCE,ST,,,,BRONX,60 MULTIPLE DWELLING A,,,3262.0,106,Bronx,,
10463,3489,FORT INDEPENDENCE,ST,,,,BRONX,60 MULTIPLE DWELLING B,,,3262.0,97,Bronx,,
10463,3507,FORT INDEPENDENCE,ST,,,,BRONX,60 MULTIPLE DWELLING A,,,3262.0,88,Bronx,,
10463,3311,GILES,PL,,,,BRONX,60 MULTIPLE DWELLING A,,,3258.0,13,Bronx,,
10463,3333,GILES,PL,,,,BRONX,60 MULTIPLE DWELLING A,421-A (16),,3258.0,5,Bronx,,
10463,3435,GILES,PL,,,,BRONX,60 MULTIPLE DWELLING A,,,3258.0,228,Bronx,,
10463,3451,GILES,PL,,,,BRONX,60 MULTIPLE DWELLING A,,,3258.0,222,Bronx,,
10463,3025,GODWIN,TER,,,,BRONX,60 MULTIPLE DWELLING A,,,5703.0,209,Bronx,,
10463,3031 TO 3035,GODWIN,TER,,,,BRONX,60 MULTIPLE DWELLING A,,,5703.0,203,Bronx,,
10463,3045,GODWIN,TER,,,,BRONX,60 MULTIPLE DWELLING A,,,5703.0,197,Bronx,,
10463,3054,GODWIN,TER,,,,BRONX,60 MULTIPLE DWELLING A,,,5701.0,113,Bronx,,
10463,3058,GODWIN,TER,,,,BRONX,60 MULTIPLE DWELLING A,,,5701.0,117,Bronx,,
10463,3063,GODWIN,TER,,,,BRONX,60 MULTIPLE DWELLING A,,,5703.0,192,Bronx,,
10463,3135 TO 3139,GODWIN,TER,,,,BRONX,60 MULTIPLE DWELLING A,,,5707.0,20,Bronx,,
10463,3136 TO 3140,GODWIN,TER,,,,BRONX,60 MULTIPLE DWELLING A,,,5705.0,25,Bronx,,
10463,3951,GOUVERNEUR,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,3252.0,260,Bronx,,
10463,3971,GOUVERNEUR,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,3252.0,310,Bronx,,
10463,3615,GREYSTONE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,5771.0,57,Bronx,,
10463,3636,GREYSTONE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,5770.0,69,Bronx,,
10463,3804,GREYSTONE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,J-51,,5779.0,810,Bronx,,
10463,3810,GREYSTONE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,COOP/CONDO PLAN FILE,,5779.0,815,Bronx,,
10463,3840,GREYSTONE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,EVICT COOP/CONDO,,5779.0,820,Bronx,,
10463,3900,GREYSTONE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,5780.0,940,Bronx,,
10463,2588,HEATH,AVE,,,,BRONX,60 MULTIPLE DWELLING A,421-A (16),,3237.0,60,Bronx,,
10463,2590,HEATH,AVE,,,,BRONX,60 MULTIPLE DWELLING A,421-A (16),,3237.0,62,Bronx,,
10463,2680,HEATH,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,3240.0,11,Bronx,,
10463,2695,HEATH,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,3239.0,84,Bronx,,
10463,2709,HEATH,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,3239.0,77,Bronx,,
10463,2721,HEATH,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,3239.0,73,Bronx,,
10463,2724,HEATH,AVE,,,,BRONX,60 MULTIPLE DWELLING A,421-A (16),,3240.0,28,Bronx,,
10463,2800,HEATH,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,3256.0,53,Bronx,,
10463,2805,HEATH,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,3259.0,1,Bronx,,
10463,2816 TO 2818,HEATH,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,3256.0,60,Bronx,,
10463,2834,HEATH,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,3256.0,64,Bronx,,
10463,3004,HEATH,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,3256.0,172,Bronx,,
10463,3011,HEATH,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,3260.0,64,Bronx,,
10463,3018,HEATH,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,3256.0,176,Bronx,,
10463,3021,HEATH,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,3260.0,64,Bronx,,
10463,3030,HEATH,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,3257.0,1,Bronx,,
10463,3075,HEATH,AVE,,,,BRONX,60 MULTIPLE DWELLING B,,,3261.0,61,Bronx,,
10463,3089,HEATH,AVE,,,,BRONX,60 MULTIPLE DWELLING A,421-A (1-15),,3261.0,57,Bronx,,
10463,3100,HEATH,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,3257.0,33,Bronx,,
10463,3111,HEATH,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,3261.0,46,Bronx,,
10463,2601,HENRY HUDSON,PKWY W,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5746.0,584,Bronx,,
10463,2675,HENRY HUDSON,PKWY W,,,,BRONX,60 MULTIPLE DWELLING A,,,5746.0,567,Bronx,,
10463,2700,HENRY HUDSON,PKWY E,,,,BRONX,60 MULTIPLE DWELLING A,,,5732.0,924,Bronx,,
10463,2711,HENRY HUDSON,PKWY,,,,BRONX,60 MULTIPLE DWELLING A,,,5747.0,590,Bronx,,
10463,2727,HENRY HUDSON,PKWY,,,,BRONX,60 MULTIPLE DWELLING A,421-A (1-15),,5747.0,628,Bronx,,
10463,2728,HENRY HUDSON,PKWY E,,,,BRONX,60 MULTIPLE DWELLING A,,,5732.0,941,Bronx,,
10463,3128,HENRY HUDSON,PKWY,,,,BRONX,60 MULTIPLE DWELLING A,421-A (1-15),,5742.0,136,Bronx,,
10463,3240,HENRY HUDSON,PKWY E,,,,BRONX,60 MULTIPLE DWELLING A,ARTICLE 11,,5789.0,24,Bronx,,
10463,3333,HENRY HUDSON,PKWY,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5901.0,1,Bronx,,
10463,3515,HENRY HUDSON,PKWY,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5902.0,193,Bronx,,
10463,3530,HENRY HUDSON,PKWY E,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5795.0,518,Bronx,,
10463,3601 TO 3611,HENRY HUDSON,PKWY W,621.0,W 236TH,ST,BRONX,60 MULTIPLE DWELLING A,,,5903.0,283,Bronx,,
10463,3616,HENRY HUDSON,PKWY,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5800.0,1,Bronx,,
10463,3725,HENRY HUDSON,PKWY W,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5904.0,100,Bronx,,
10463,3755,HENRY HUDSON,PKWY,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5904.0,86,Bronx,,
10463,3671,HUDSON MANOR,TER,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5920.0,653,Bronx,,
10463,3750,HUDSON MANOR,TER,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5919.0,448,Bronx,,
10463,3801,HUDSON MANOR,TER,,,,BRONX,60 MULTIPLE DWELLING A,,,5920.0,670,Bronx,,
10463,3850,HUDSON MANOR,TER,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5919.0,460,Bronx,,
10463,2530,INDEPENDENCE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5743.0,2,Bronx,,
10463,2550,INDEPENDENCE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5743.0,203,Bronx,,
10463,2736,INDEPENDENCE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,5747.0,605,Bronx,,
10463,3720,INDEPENDENCE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,COOP/CONDO PLAN FILE,,5906.0,331,Bronx,,
10463,3777,INDEPENDENCE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5919.0,436,Bronx,,
10463,3800,INDEPENDENCE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,5907.0,352,Bronx,,
10463,3901,INDEPENDENCE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5920.0,500,Bronx,,
10463,3243,IRWIN,AVE,,,,BRONX,60 MULTIPLE DWELLING A,421-A (1-15),,5759.0,394,Bronx,,
10463,3411 TO 3419,IRWIN,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,5759.0,573,Bronx,,
10463,2400,JOHNSON,AVE,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5716.0,362,Bronx,,
10463,2500,JOHNSON,AVE,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5716.0,500,Bronx,,
10463,2750,JOHNSON,AVE,1.0,RIVERDALE,AVE,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5726.0,673,Bronx,,
10463,3030,JOHNSON,AVE,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5738.0,366,Bronx,,
10463,3135,JOHNSON,AVE,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5739.0,257,Bronx,,
10463,3225,JOHNSON,AVE,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5787.0,177,Bronx,,
10463,3601,JOHNSON,AVE,,,,BRONX,60 MULTIPLE DWELLING A,COOP/CONDO PLAN FILE,,5799.0,73,Bronx,,
10463,3635,JOHNSON,AVE,,,,BRONX,60 MULTIPLE DWELLING A,COOP/CONDO PLAN FILE,,5799.0,32,Bronx,,
10463,3640,JOHNSON,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,5798.0,86,Bronx,,
10463,3656,JOHNSON,AVE,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5796.0,135,Bronx,,
10463,500,KAPPOCK,ST,,,,BRONX,60 MULTIPLE DWELLING A,,,5723.0,100,Bronx,,
10463,510 TO 512,KAPPOCK,ST,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5723.0,94,Bronx,,
10463,536,KAPPOCK,ST,,,,BRONX,60 MULTIPLE DWELLING A,421-A (1-15),,5723.0,88,Bronx,,
10463,601,KAPPOCK,ST,,,,BRONX,60 MULTIPLE DWELLING A,COOP/CONDO PLAN FILE,,5724.0,685,Bronx,,
10463,609,KAPPOCK,ST,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5725.0,767,Bronx,,
10463,629,KAPPOCK,ST,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5725.0,776,Bronx,,
10463,735,KAPPOCK,ST,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5750.0,357,Bronx,,
10463,226,KIMBERLY,PL,,,,BRONX,60 MULTIPLE DWELLING A,,,5700.0,87,Bronx,,
10463,2630,KINGSBRIDGE,TER,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,3237.0,67,Bronx,,
10463,2700,KINGSBRIDGE,TER,,,,BRONX,60 MULTIPLE DWELLING A,,,3253.0,20,Bronx,,
10463,2701,KINGSBRIDGE,TER,,,,BRONX,60 MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16),3256.0,5,Bronx,,
10463,2704,KINGSBRIDGE,TER,,,,BRONX,60 MULTIPLE DWELLING A,,,3253.0,23,Bronx,,
10463,2753,KINGSBRIDGE,TER,,,,BRONX,60 MULTIPLE DWELLING B,421-A (16),,3256.0,99,Bronx,,
10463,2755,KINGSBRIDGE,TER,,,,BRONX,60 MULTIPLE DWELLING B,421-A (16),,3256.0,98,Bronx,,
10463,2757,KINGSBRIDGE,TER,,,,BRONX,60 MULTIPLE DWELLING B,421-A (16),,3256.0,97,Bronx,,
10463,2765,KINGSBRIDGE,TER,,,,BRONX,60 MULTIPLE DWELLING A,,,3256.0,89,Bronx,,
10463,2770 TO 2780,KINGSBRIDGE,TER,,,,BRONX,60 MULTIPLE DWELLING A,,,3253.0,91,Bronx,,
10463,2775,KINGSBRIDGE,TER,,,,BRONX,60 MULTIPLE DWELLING A,,,3256.0,84,Bronx,,
10463,2899,KINGSBRIDGE,TER,,,,BRONX,60 MULTIPLE DWELLING A,,,3256.0,150,Bronx,,
10463,2907,KINGSBRIDGE,TER,,,,BRONX,60 MULTIPLE DWELLING A,,,3256.0,144,Bronx,,
10463,3000 TO 3018,KINGSBRIDGE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,GARDEN COMPLEX,,5703.0,168,Bronx,,
10463,3001 TO 3009,KINGSBRIDGE,TER,,,,BRONX,60 MULTIPLE DWELLING A,,,3256.0,200,Bronx,,
10463,3024,KINGSBRIDGE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,5703.0,175,Bronx,,
10463,3034,KINGSBRIDGE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,GARDEN COMPLEX,,5703.0,179,Bronx,,
10463,3044,KINGSBRIDGE,AVE,,,,BRONX,60 MULTIPLE DWELLING B,,,5703.0,183,Bronx,,
10463,3052 TO 3054,KINGSBRIDGE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,5703.0,186,Bronx,,
10463,3102 TO 3108,KINGSBRIDGE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,5706.0,1,Bronx,,
10463,3110,KINGSBRIDGE,TER,,,,BRONX,60 MULTIPLE DWELLING A,,,3254.0,5,Bronx,,
10463,3120 TO 3130,KINGSBRIDGE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,5707.0,10,Bronx,,
10463,3140 TO 3150,KINGSBRIDGE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,5707.0,13,Bronx,,
10463,3204,KINGSBRIDGE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,5754.0,1,Bronx,,
10463,3214,KINGSBRIDGE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,5754.0,5,Bronx,,
10463,3240,KINGSBRIDGE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,GARDEN COMPLEX,,5755.0,25,Bronx,,
10463,3246,KINGSBRIDGE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,5755.0,28,Bronx,,
10463,3410,KINGSBRIDGE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,5760.0,100,Bronx,,
10463,3424,KINGSBRIDGE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,5760.0,112,Bronx,,
10463,3425,KINGSBRIDGE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,5761.0,444,Bronx,,
10463,3436 TO 3440,KINGSBRIDGE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,421-A (16),,5760.0,123,Bronx,,
10463,3605,KINGSBRIDGE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,5766.0,775,Bronx,,
10463,223 TO 229,NAPLES,TER,,,,BRONX,60 MULTIPLE DWELLING A,,,5705.0,36,Bronx,,
10463,224 TO 230,NAPLES,TER,,,,BRONX,60 MULTIPLE DWELLING A,,,5704.0,50,Bronx,,
10463,233 TO 235,NAPLES,TER,31253133.0,GODWIN,TER,BRONX,60 MULTIPLE DWELLING A,,,5707.0,40,Bronx,,
10463,234 TO 238,NAPLES,TER,,,,BRONX,60 MULTIPLE DWELLING A,GARDEN COMPLEX,,5706.0,7,Bronx,,
10463,2600,NETHERLAND,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,5722.0,475,Bronx,,
10463,3201 TO 3215,NETHERLAND,AVE,551.0,W 232ND,ST,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5788.0,119,Bronx,,
10463,3220,NETHERLAND,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,5787.0,137,Bronx,,
10463,3260,NETHERLAND,AVE,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5787.0,148,Bronx,,
10463,3300,NETHERLAND,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,5787.0,154,Bronx,,
10463,3555,NETHERLAND,AVE,580.0,W 236TH,ST,BRONX,60 MULTIPLE DWELLING A,,,5795.0,537,Bronx,,
10463,3840,ORLOFF,AVE,,,,BRONX,60 MULTIPLE DWELLING B,,,3263.0,172,Bronx,,
10463,3855,ORLOFF,AVE,,,,BRONX,60 MULTIPLE DWELLING B,,,3263.0,104,Bronx,,
10463,3873,ORLOFF,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,3263.0,98,Bronx,,
10463,3880,ORLOFF,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,3263.0,185,Bronx,,
10463,3885,ORLOFF,AVE,,,,BRONX,60 MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16),3263.0,95,Bronx,,
10463,3204,OXFORD,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,5785.0,247,Bronx,,
10463,3206,OXFORD,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,5785.0,247,Bronx,,
10463,3207,OXFORD,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,5786.0,139,Bronx,,
10463,3555,OXFORD,AVE,,,,BRONX,60 MULTIPLE DWELLING A,J-51,,5793.0,467,Bronx,,
10463,3620,OXFORD,AVE,,,,BRONX,60 MULTIPLE DWELLING A,421-A (1-15),5796,,117,Bronx,,
10463,3660,OXFORD,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,5796,,129,Bronx,,
10463,2390,PALISADE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,5743,,198,Bronx,,
10463,2395,PALISADE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,421-A (1-15),5716,,264,Bronx,,
10463,2465,PALISADE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,5716,,265,Bronx,,
10463,2475,PALISADE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,5716,,287,Bronx,,
10463,2575,PALISADE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,5745,,305,Bronx,,
10463,3800,PUTNAM,AVE W,,,,BRONX,60 MULTIPLE DWELLING A,,3271,,101,Bronx,,
10463,3801 TO 3815,PUTNAM,AVE W,,,,BRONX,60 MULTIPLE DWELLING A,,3271,,125,Bronx,,
10463,3801,REVIEW,PL,,,,BRONX,60 MULTIPLE DWELLING A,,3271,,185,Bronx,,
10463,3805,REVIEW,PL,,,,BRONX,60 MULTIPLE DWELLING A,,3271,,227,Bronx,,
10463,3816,REVIEW,PL,,,,BRONX,60 MULTIPLE DWELLING B,,3271,,132,Bronx,,
10463,3015,RIVERDALE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,5738,,353,Bronx,,
10463,3017,RIVERDALE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,5738,,353,Bronx,,
10463,3170 TO 3174,RIVERDALE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,5715,,180,Bronx,,
10463,3190,RIVERDALE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,5715,,184,Bronx,,
10463,3210,RIVERDALE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,421-A (1-15),5759,,7501,Bronx,,
10463,3240,RIVERDALE,AVE,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,5759,,364,Bronx,,
10463,3115,SEDGWICK,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,3254,,65,Bronx,,
10463,3343,SEDGWICK,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,3255,,71,Bronx,,
10463,3363,SEDGWICK,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,3255,,65,Bronx,,
10463,3871,SEDGWICK,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,3263,,292,Bronx,,
10463,3881 TO 3885,SEDGWICK,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,3263,,284,Bronx,,
10463,3890,SEDGWICK,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,3246,,80,Bronx,,
10463,91,VAN CORTLANDT,AVE W,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,3252,,268,Bronx,,
10463,130,VAN CORTLANDT,AVE W,,,,BRONX,60 MULTIPLE DWELLING A,ROOMING HOUSE,3263,,58,Bronx,,
10463,140,VAN CORTLANDT,AVE W,,,,BRONX,60 MULTIPLE DWELLING A,,3263,,50,Bronx,,
10463,146,VAN CORTLANDT,PARK S,,,,BRONX,60 MULTIPLE DWELLING A,,3271,,36,Bronx,,
10463,148,VAN CORTLANDT,PARK S,,,,BRONX,60 MULTIPLE DWELLING A,,3271,,34,Bronx,,
10463,180,VAN CORTLANDT,PARK S,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,3271,,210,Bronx,,
10463,147,W 230TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,,3260,,50,Bronx,,
10463,231 TO 235,W 230TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,,5703,,160,Bronx,,
10463,237 TO 241,W 230TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,GARDEN COMPLEX,5703,,165,Bronx,,
10463,151,W 231ST,ST,,,,BRONX,60 MULTIPLE DWELLING A,,3267,,1,Bronx,,
10463,160,W 231ST,ST,,,,BRONX,60 MULTIPLE DWELLING A,,3266,,109,Bronx,,
10463,167,W 231ST,ST,,,,BRONX,60 MULTIPLE DWELLING A,,3267,,11,Bronx,,
10463,640,W 231ST,ST,,,,BRONX,60 MULTIPLE DWELLING A,J-51,NON-EVICT COOP/CONDO 5737,,61,Bronx,,
10463,225,W 232ND,ST,,,,BRONX,60 MULTIPLE DWELLING A,,5754,,90,Bronx,,
10463,511,W 232ND,ST,,,,BRONX,60 MULTIPLE DWELLING A,,5783,,300,Bronx,,
10463,221,W 233RD,ST,,,,BRONX,60 MULTIPLE DWELLING A,,5755,,56,Bronx,,
10463,222,W 233RD,ST,,,,BRONX,60 MULTIPLE DWELLING A,,5754,,72,Bronx,,
10463,233 TO 235,W 233RD,ST,,,,BRONX,60 MULTIPLE DWELLING A,,5755,,19,Bronx,,
10463,500,W 235TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,,5784,,340,Bronx,,
10463,511,W 235TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,,5791,,388,Bronx,,
10463,525,W 235TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,5792,,445,Bronx,,
10463,531,W 235TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,,5792,,449,Bronx,,
10463,202 TO 206,W 236TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,,5760,,150,Bronx,,
10463,283,W 236TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,421-A (1-15),5767,,830,Bronx,,
10463,515,W 236TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,,5796,,115,Bronx,,
10463,525,W 236TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,5796,,107,Bronx,,
10463,530,W 236TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,,5792,,430,Bronx,,
10463,545,W 236TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,,5798,,77,Bronx,,
10463,68,W 238TH,ST,36053608.0,SEDGWICK,AVE,BRONX,60 MULTIPLE DWELLING A,,3258,,190,Bronx,,
10463,75,W 238TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,3263,,225,Bronx,,
10463,114 TO 120,W 238TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,,3262,,77,Bronx,,
10463,135,W 238TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,,3263,,145,Bronx,,
10463,140,W 238TH,ST,,,,BRONX,60 MULTIPLE DWELLING B,,,3270.0,113,Bronx,,
10463,181 TO 183,W 238TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,,,3271.0,2,Bronx,,
10463,213 TO 217,W 238TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,,,3271.0,128,Bronx,,
10463,226 TO 232,W 238TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,,,3270.0,49,Bronx,,
10463,238,W 238TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,,,3270.0,46,Bronx,,
10463,275,W 238TH,ST,3800.0,CORLEAR,AVE,BRONX,60 MULTIPLE DWELLING A,,,5773.0,290,Bronx,,
10463,288,W 238TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5767.0,798,Bronx,,
10463,640,W 238TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,421-A (1-15),,5906.0,335,Bronx,,
10463,600,W 239TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,,,5904.0,267,Bronx,,
10463,611,W 239TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5909.0,152,Bronx,,
10463,620 TO 640,W 239TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5907.0,362,Bronx,,
10463,645,W 239TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,,,5908.0,203,Bronx,,
10463,679,W 239TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5920.0,510,Bronx,,
10463,699,W 239TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,,,5920.0,687,Bronx,,
10463,445,W 240TH,ST,,,,BRONX,60 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,5780.0,7501,Bronx,,
10463,157,W KINGSBRIDGE,RD,,,,BRONX,60 MULTIPLE DWELLING A,,,3253.0,8,Bronx,,
10463,160,W KINGSBRIDGE,RD,,,,BRONX,60 MULTIPLE DWELLING A,,,3237.0,97,Bronx,,
10463,164,W KINGSBRIDGE,RD,,,,BRONX,60 MULTIPLE DWELLING A,421-A (1-15),,3240.0,60,Bronx,,
10463,166,W KINGSBRIDGE,RD,,,,BRONX,60 MULTIPLE DWELLING A,421-A (1-15),,3240.0,59,Bronx,,
10463,170 TO 200,W KINGSBRIDGE,RD,2686.0,HEATH,AVE,BRONX,60 MULTIPLE DWELLING A,,,3240.0,44,Bronx,,
10463,201,W KINGSBRIDGE,RD,,,,BRONX,60 MULTIPLE DWELLING A,GARDEN COMPLEX,,3256.0,20,Bronx,,
10463,212,W KINGSBRIDGE,RD,,,,BRONX,60 MULTIPLE DWELLING A,,,3240.0,37,Bronx,,
10463,3654,WALDO,AVE,,,,BRONX,60 MULTIPLE DWELLING A,421-A (16),,5769.0,125,Bronx,,
10463,3660,WALDO,AVE,,,,BRONX,60 MULTIPLE DWELLING A,,,5769.0,132,Bronx,,
