ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,CITY,COUNTY STATUS1,STATUS2,STATUS3,BLOCK,LOT,Borough,STREET2 STSUFX2,Unnamed: 6,borocode,bbl
11001,87-15 TO 87-45,LITTLE NECK,PKWY,87248748.0,256TH,ST,FLORAL PARK,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,08823,0026,Queens,,,4,4088230026
11004,75-01 TO 75-99,254TH,ST,73017599.0,255TH,ST,GLEN OAKS,63 MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,08443,0001,Queens,,,4,4084430001
11004,73-21,260TH,ST,,,,GLEN OAKS,63 MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,08446,0001,Queens,,,4,4084460001
11004,73-35,260TH,ST,,,,GLEN OAKS,63 MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,08446,0001,Queens,,,4,4084460001
11004,82-07 TO 82-63,268TH,ST,81078139.0,268TH,ST,GLEN OAKS,63 MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,08762,0001,Queens,,,4,4087620001
11004,260-03,74TH,AVE,,,,GLEN OAKS,63 MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,08446,0001,Queens,,,4,4084460001
11004,263-21,74TH,AVE,,,,GLEN OAKS,63 MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,08450,0001,Queens,,,4,4084500001
11004,259-10,HILLSIDE,AVE,,,,FLORAL PARK,63 MULTIPLE DWELLING A,,,08789,0031,Queens,,,4,4087890031
11004,260-17,LANGSTON,AVE,,,,GLEN OAKS,63 MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,08443,0001,Queens,,,4,4084430001
11004,260-31,LANGSTON,AVE,,,,GLEN OAKS,63 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,08443,0001,Queens,,,4,4084430001
11004,264-20,LANGSTON,AVE,,,,GLEN OAKS,63 MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,08450,0001,Queens,,,4,4084500001
11004,72-75,LITTLE NECK,PKWY,,,,GLEN OAKS,63 MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,08442,0001,Queens,,,4,4084420001
11004,73-25,LITTLE NECK,PKWY,,,,GLEN OAKS,63 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,08440,0001,Queens,,,4,4084400001
11005,269-10,GRAND CENTRAL,PKWY,,,,FLORAL PARK,63 MULTIPLE DWELLING A,421-A (1-15),COOP/CONDO PLAN FILE,08489,0001,Queens,,,4,4084890001
11005,270-10,GRAND CENTRAL,PKWY,,,,FLORAL PARK,63 MULTIPLE DWELLING A,,,08489,0001,Queens,,,4,4084890001
11005,271-10,GRAND CENTRAL,PKWY,,,,FLORAL PARK,63 MULTIPLE DWELLING A,421-A (1-15),COOP/CONDO PLAN FILE,08489,0001,Queens,,,4,4084890001
11101,44-72 TO 44-80,11TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),00051,0020,Queens,,,4,4000510020
11101,46-09,11TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),00055,0020,Queens,,,4,4000550020
11101,47-02,11TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00046,0130,Queens,,,4,4000460130
11101,47-38,11TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00045,0025,Queens,,,4,4000450025
11101,44-44,21ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00447,0001,Queens,,,4,4004470001
11101,44-73,21ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00078,0002,Queens,,,4,4000780002
11101,44-74,21ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING B,,,00052,0001,Queens,,,4,4000520001
11101,45-05,21ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00077,0057,Queens,,,4,4000770057
11101,49-02,21ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00062,0030,Queens,,,4,4000620030
11101,41-15,23RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),00413,0016,Queens,,,4,4004130016
11101,39-23,24TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00395,0014,Queens,,,4,4003950014
11101,39-25,24TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00395,0012,Queens,,,4,4003950012
11101,39-31,24TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00395,0010,Queens,,,4,4003950010
11101,39-44,24TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00394,0042,Queens,,,4,4003940042
11101,41-21,24TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),00414,0121,Queens,,,4,4004140121
11101,41-22,24TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (1-15),,00413,0032,Queens,,,4,4004130032
11101,41-29,24TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),00414,0117,Queens,,,4,4004140117
11101,41-42,24TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (16),,00413,0002,Queens,,,4,4004130002
11101,42-20,24TH,ST,2301.0,42ND,RD,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (1-15),,00425,0001,Queens,,,4,4004250001
11101,37-15,27TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00369,0007,Queens,,,4,4003690007
11101,38-10,27TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00387,0022,Queens,,,4,4003870022
11101,39-05,27TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00397,0013,Queens,,,4,4003970013
11101,39-46,27TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00396,0037,Queens,,,4,4003960037
11101,41-32,27TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,00415,0036,Queens,,,4,4004150036
11101,42-10,27TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (16),,00423,0025,Queens,,,4,4004230025
11101,42-16 TO 42-26,27TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),00423,0029,Queens,,,4,4004230029
11101,42-43,27TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00431,7502,Queens,,,4,4004317502
11101,37-33,28TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,00370,0001,Queens,,,4,4003700001
11101,41-21,28TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00417,0003,Queens,,,4,4004170003
11101,42-12,28TH,ST,4215.0,27TH,ST,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),00422,0007,Queens,,,4,4004220007
11101,37-34,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,421-A (1-15),,00370,7501,Queens,,,4,4003707501
11101,38-06 TO 38-08,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00385,0017,Queens,,,4,4003850017
11101,38-14,29TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00385,0020,Queens,,,4,4003850020
11101,38-32,29TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00385,0028,Queens,,,4,4003850028
11101,38-38,29TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00385,0030,Queens,,,4,4003850030
11101,39-04,29TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (16),,00398,7501,Queens,,,4,4003987501
11101,39-21,29TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00399,0012,Queens,,,4,4003990012
11101,39-25,29TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00399,0010,Queens,,,4,4003990010
11101,41-18,29TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00417,0028,Queens,,,4,4004170028
11101,41-20,29TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00417,0030,Queens,,,4,4004170030
11101,41-24,29TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00417,0032,Queens,,,4,4004170032
11101,56-15 TO 56-27,2ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,ARTICLE 11,,00006,7503,Queens,,,4,4000067503
11101,37-05,30TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (16),,00372,7501,Queens,,,4,4003727501
11101,38-11 TO 38-19,31ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (1-15),,00382,7502,Queens,,,4,4003827502
11101,37-14,32ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00373,0012,Queens,,,4,4003730012
11101,38-12,32ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (1-15),,00382,0021,Queens,,,4,4003820021
11101,37-25,33RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (1-15),,00375,0001,Queens,,,4,4003750001
11101,37-11,34TH,AVE,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00655,0074,Queens,,,4,4006550074
11101,37-17,34TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00655,0072,Queens,,,4,4006550072
11101,41-06,34TH,AVE,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00674,0017,Queens,,,4,4006740017
11101,41-16,34TH,AVE,3402.0,42ND,ST,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00674,0018,Queens,,,4,4006740018
11101,42-07,34TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00690,0005,Queens,,,4,4006900005
11101,42-15,34TH,AVE,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00690,0001,Queens,,,4,4006900001
11101,43-01,34TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00691,0008,Queens,,,4,4006910008
11101,43-03,34TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,00691,0007,Queens,,,4,4006910007
11101,43-07,34TH,AVE,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00691,0006,Queens,,,4,4006910006
11101,43-09,34TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00691,0005,Queens,,,4,4006910005
11101,43-13,34TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00691,0003,Queens,,,4,4006910003
11101,43-17,34TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00691,0002,Queens,,,4,4006910002
11101,43-19,34TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00691,0001,Queens,,,4,4006910001
11101,44-01,34TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00707,0003,Queens,,,4,4007070003
11101,44-15,34TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00707,0001,Queens,,,4,4007070001
11101,41-05,35TH,AVE,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00674,0039,Queens,,,4,4006740039
11101,41-15,35TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00674,0038,Queens,,,4,4006740038
11101,52-27,35TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00304,0003,Queens,,,4,4003040003
11101,53-24,35TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00297,0035,Queens,,,4,4002970035
11101,53-30,35TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00297,0038,Queens,,,4,4002970038
11101,37-14 TO 37-18,36TH,ST,3511.0,NORTHERN,BLVD,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (16),,00377,7501,Queens,,,4,4003777501
11101,12-Oct,37TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING B,,,00360,0020,Queens,,,4,4003600020
11101,14-Oct,37TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,00360,0021,Queens,,,4,4003600021
11101,27-10,37TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (16),,00369,7501,Queens,,,4,4003697501
11101,34-11,37TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00645,0024,Queens,,,4,4006450024
11101,34-15,37TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00634,0001,Queens,,,4,4006340001
11101,34-17,37TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00645,0022,Queens,,,4,4006450022
11101,34-21,37TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00645,0020,Queens,,,4,4006450020
11101,34-25,37TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00645,0019,Queens,,,4,4006450019
11101,47-29,37TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00228,0019,Queens,,,4,4002280019
11101,47-31,37TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00228,0018,Queens,,,4,4002280018
11101,48-50,37TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00236,0066,Queens,,,4,4002360066
11101,48-82,37TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00236,0083,Queens,,,4,4002360083
11101,3427,37TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00645,0017,Queens,,,4,4006450017
11101,24-16,38TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00388,0013,Queens,,,4,4003880013
11101,25-10,38TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00387,0017,Queens,,,4,4003870017
11101,25-11 TO 25-17,38TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00368,7501,Queens,,,4,4003687501
11101,28-17,38TH,AVE,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00370,0032,Queens,,,4,4003700032
11101,28-18,38TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00385,0015,Queens,,,4,4003850015
11101,29-06,38TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00384,0015,Queens,,,4,4003840015
11101,30-16,38TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING B,,,00383,0013,Queens,,,4,4003830013
11101,31-07,38TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (16),,00373,0002,Queens,,,4,4003730002
11101,32-01,38TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING B,ROOMING HOUSE,,00374,0003,Queens,,,4,4003740003
11101,33-01 TO 33-19,38TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,00375,0033,Queens,,,4,4003750033
11101,36-12,38TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00637,0040,Queens,,,4,4006370040
11101,36-16,38TH,ST,,,,ASTORIA,63 MULTIPLE DWELLING B,,,00637,0042,Queens,,,4,4006370042
11101,48-50,38TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00232,0018,Queens,,,4,4002320018
11101,50-35,38TH,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00212,0008,Queens,,,4,4002120008
11101,27-08,39TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,00397,0014,Queens,,,4,4003970014
11101,27-14,39TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (16),,00397,0017,Queens,,,4,4003970017
11101,29-05,39TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00384,0001,Queens,,,4,4003840001
11101,30-02 TO 30-18,39TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00400,7501,Queens,,,4,4004007501
11101,13-09,40TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,00471,0693,Queens,,,4,4004710693
11101,24-16,40TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00407,0026,Queens,,,4,4004070026
11101,25-05,40TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00396,0002,Queens,,,4,4003960002
11101,29-17,40TH,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (16),,00399,0034,Queens,,,4,4003990034
11101,23-01,41ST,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,421-A (1-15),,00408,7501,Queens,,,4,4004087501
11101,23-10,41ST,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00413,7501,Queens,,,4,4004137501
11101,24-03,41ST,AVE,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00407,0007,Queens,,,4,4004070007
11101,25-90,41ST,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,421-A (1-15),,00684,0079,Queens,,,4,4006840079
11101,34-05,41ST,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00674,0116,Queens,,,4,4006740116
11101,34-07,41ST,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00674,0016,Queens,,,4,4006740016
11101,34-09,41ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00674,0115,Queens,,,4,4006740115
11101,34-13,41ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00674,0015,Queens,,,4,4006740015
11101,34-16,41ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00673,0030,Queens,,,4,4006730030
11101,34-19,41ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00674,0013,Queens,,,4,4006740013
11101,34-21,41ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00674,0011,Queens,,,4,4006740011
11101,34-23,41ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00674,0010,Queens,,,4,4006740010
11101,34-26,41ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00673,0034,Queens,,,4,4006730034
11101,34-27,41ST,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00674,0009,Queens,,,4,4006740009
11101,34-29,41ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00674,0008,Queens,,,4,4006740008
11101,34-33,41ST,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00674,0007,Queens,,,4,4006740007
11101,34-35,41ST,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00674,0006,Queens,,,4,4006740006
11101,34-38,41ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00673,0038,Queens,,,4,4006730038
11101,34-41,41ST,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00674,0004,Queens,,,4,4006740004
11101,34-43,41ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00674,0003,Queens,,,4,4006740003
11101,34-47,41ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00674,0001,Queens,,,4,4006740001
11101,34-49,41ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00674,0042,Queens,,,4,4006740042
11101,34-50,41ST,ST,,,,ASTORIA,63 MULTIPLE DWELLING B,,,00673,0042,Queens,,,4,4006730042
11101,34-51,41ST,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00674,0041,Queens,,,4,4006740041
11101,34-55,41ST,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00674,0040,Queens,,,4,4006740040
11101,27-03,42ND,RD,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,00422,0001,Queens,,,4,4004220001
11101,34-03,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00675,0018,Queens,,,4,4006750018
11101,34-06,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING B,,,00674,0118,Queens,,,4,4006740118
11101,34-07,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00675,0017,Queens,,,4,4006750017
11101,34-09,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00675,0016,Queens,,,4,4006750016
11101,34-10,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00674,0119,Queens,,,4,4006740119
11101,34-11,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00675,0015,Queens,,,4,4006750015
11101,34-14,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00674,0020,Queens,,,4,4006740020
11101,34-16,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00674,0021,Queens,,,4,4006740021
11101,34-17,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00675,0014,Queens,,,4,4006750014
11101,34-20,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00674,0022,Queens,,,4,4006740022
11101,34-21,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00675,0013,Queens,,,4,4006750013
11101,34-22,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00674,0024,Queens,,,4,4006740024
11101,34-23,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00675,0012,Queens,,,4,4006750012
11101,34-24,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00674,0025,Queens,,,4,4006740025
11101,34-25,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00675,0011,Queens,,,4,4006750011
11101,34-27,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00675,0010,Queens,,,4,4006750010
11101,34-28,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00674,0026,Queens,,,4,4006740026
11101,34-29,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00675,0009,Queens,,,4,4006750009
11101,34-30,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00674,0027,Queens,,,4,4006740027
11101,34-33,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00675,0008,Queens,,,4,4006750008
11101,34-34,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00674,0028,Queens,,,4,4006740028
11101,34-35,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00675,0007,Queens,,,4,4006750007
11101,34-38,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00674,0030,Queens,,,4,4006740030
11101,34-39,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00675,0005,Queens,,,4,4006750005
11101,34-41,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00675,0004,Queens,,,4,4006750004
11101,34-42,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00674,0031,Queens,,,4,4006740031
11101,34-44,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00674,0032,Queens,,,4,4006740032
11101,34-47,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00675,0001,Queens,,,4,4006750001
11101,34-48,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00674,0034,Queens,,,4,4006740034
11101,34-49,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00675,0059,Queens,,,4,4006750059
11101,34-51,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00675,0058,Queens,,,4,4006750058
11101,34-52,42ND,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00674,0036,Queens,,,4,4006740036
11101,34-55,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00675,0057,Queens,,,4,4006750057
11101,34-56,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00674,0037,Queens,,,4,4006740037
11101,3408,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00674,0019,Queens,,,4,4006740019
11101,3445,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00675,0003,Queens,,,4,4006750003
11101,3450,42ND,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00674,0035,Queens,,,4,4006740035
11101,34-06,43RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00675,0021,Queens,,,4,4006750021
11101,34-08,43RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00675,0022,Queens,,,4,4006750022
11101,34-11,43RD,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00703,0056,Queens,,,4,4007030056
11101,34-14,43RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00675,0026,Queens,,,4,4006750026
11101,34-16,43RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00675,0027,Queens,,,4,4006750027
11101,34-18,43RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00675,0028,Queens,,,4,4006750028
11101,34-20,43RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,GARDEN COMPLEX,,00675,0040,Queens,,,4,4006750040
11101,34-21,43RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00703,0022,Queens,,,4,4007030022
11101,34-23,43RD,ST,,,,ASTORIA,63 MULTIPLE DWELLING B,,,00703,0021,Queens,,,4,4007030021
11101,34-27,43RD,ST,,,,ASTORIA,63 MULTIPLE DWELLING B,,,00703,0020,Queens,,,4,4007030020
11101,34-28,43RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00675,0042,Queens,,,4,4006750042
11101,34-29,43RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00703,0019,Queens,,,4,4007030019
11101,34-30,43RD,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00675,0043,Queens,,,4,4006750043
11101,34-31,43RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00703,0018,Queens,,,4,4007030018
11101,34-36,43RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00675,0045,Queens,,,4,4006750045
11101,34-38,43RD,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00675,0046,Queens,,,4,4006750046
11101,34-40,43RD,ST,,,,LONG ISLAND CITY,63 MULTIPLE DWELLING A,,,00675,0048,Queens,,,4,4006750048
11101,34-44,43RD,ST,,,,ASTORIA,63 MULTIPLE DWELLING A,,,00675,0049,Queens,,,4,4006750049
